Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
574-31-8277;B;Mandalay;Member;Male;Fashion accessories; 34 ; 1 ; 2 ; 35 ;20/03/2019;19:55:00;Cash;33,63;4,761904762;1,6815;5,6
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel; 15 ; 2 ; 2 ; 33 ;16/01/2019;15:10:00;Cash;30,98;4,761904762;1,549;6,3
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories; 25 ; 10 ; 12 ; 260 ;24/02/2019;16:44:00;Cash;247,4;4,761904762;12,37;7,1
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories; 76 ; 5 ; 19 ; 397 ;15/01/2019;18:22:00;Ewallet;378,3;4,761904762;18,915;7,8
563-47-4072;B;Mandalay;Normal;Female;Health and beauty; 56 ; 6 ; 17 ; 352 ;22/01/2019;11:52:00;Cash;334,86;4,761904762;16,743;9,9
742-04-5161;A;Yangon;Member;Male;Home and lifestyle; 73 ; 10 ; 36 ; 764 ;02/03/2019;17:24:00;Cash;727,8;4,761904762;36,39;7,3
149-15-7606;B;Mandalay;Member;Male;Sports and travel; 37 ; 9 ; 17 ; 353 ;03/06/2019;15:31:00;Ewallet;335,88;4,761904762;16,794;5,1
133-77-3154;B;Mandalay;Member;Male;Fashion accessories; 60 ; 4 ; 12 ; 253 ;16/02/2019;18:04:00;Credit card;240,72;4,761904762;12,036;9,4
169-52-4504;A;Yangon;Normal;Female;Electronic accessories; 16 ; 3 ; 2 ; 49 ;14/03/2019;14:13:00;Credit card;47,07;4,761904762;2,3535;5,8
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories; 100 ; 1 ; 5 ; 105 ;27/02/2019;10:23:00;Credit card;99,69;4,761904762;4,9845;8
562-12-5430;A;Yangon;Member;Female;Fashion accessories; 88 ; 3 ; 13 ; 278 ;18/01/2019;10:11:00;Ewallet;264,45;4,761904762;13,2225;7,9
816-72-8853;A;Yangon;Member;Female;Sports and travel; 28 ; 5 ; 7 ; 147 ;29/01/2019;15:48:00;Cash;139,65;4,761904762;6,9825;5,9
491-38-3499;A;Yangon;Member;Male;Fashion accessories; 55 ; 1 ; 3 ; 58 ;26/02/2019;17:46:00;Credit card;55,45;4,761904762;2,7725;4,9
322-02-2271;B;Mandalay;Normal;Female;Sports and travel; 43 ; 3 ; 6 ; 135 ;02/03/2019;11:46:00;Cash;128,91;4,761904762;6,4455;9,3
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel; 17 ; 7 ; 6 ; 126 ;16/01/2019;12:07:00;Credit card;119,98;4,761904762;5,999;7,9
725-67-2480;B;Mandalay;Member;Female;Fashion accessories; 59 ; 6 ; 18 ; 370 ;24/03/2019;18:14:00;Credit card;352,5;4,761904762;17,625;5,9
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages; 87 ; 10 ; 44 ; 915 ;02/12/2019;14:45:00;Credit card;871;4,761904762;43,55;9,9
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel; 99 ; 2 ; 10 ; 207 ;21/02/2019;11:39:00;Cash;197,6;4,761904762;9,88;7,7
518-17-2983;A;Yangon;Normal;Female;Fashion accessories; 49 ; 4 ; 10 ; 204 ;02/04/2019;15:44:00;Ewallet;194,52;4,761904762;9,726;7,6
779-42-2410;B;Mandalay;Member;Male;Food and beverages; 58 ; 3 ; 9 ; 182 ;20/02/2019;13:06:00;Ewallet;173,22;4,761904762;8,661;7,7
190-14-3147;B;Mandalay;Normal;Female;Health and beauty; 18 ; 4 ; 4 ; 75 ;23/02/2019;20:43:00;Ewallet;71,88;4,761904762;3,594;6,4
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty; 48 ; 6 ; 14 ; 301 ;16/02/2019;14:19:00;Ewallet;286,26;4,761904762;14,313;4,4
679-22-6530;B;Mandalay;Normal;Female;Sports and travel; 41 ; 2 ; 4 ; 85 ;17/01/2019;10:01:00;Credit card;81,24;4,761904762;4,062;4,1
588-47-8641;A;Yangon;Member;Male;Fashion accessories; 56 ; 10 ; 28 ; 588 ;14/01/2019;19:30:00;Ewallet;560,4;4,761904762;28,02;4,4
642-61-4706;B;Mandalay;Member;Male;Food and beverages; 93 ; 2 ; 9 ; 196 ;30/03/2019;16:34:00;Cash;186,8;4,761904762;9,34;5,5
576-31-4774;B;Mandalay;Normal;Female;Health and beauty; 73 ; 3 ; 11 ; 231 ;03/02/2019;13:10:00;Ewallet;220,23;4,761904762;11,0115;4
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty; 34 ; 8 ; 13 ; 283 ;15/02/2019;17:10:00;Credit card;269,12;4,761904762;13,456;9,3
811-03-8790;A;Yangon;Normal;Female;Electronic accessories; 45 ; 10 ; 23 ; 478 ;03/01/2019;10:22:00;Credit card;454,8;4,761904762;22,74;4,8
242-11-3142;B;Mandalay;Member;Male;Fashion accessories; 84 ; 2 ; 8 ; 176 ;24/02/2019;19:57:00;Cash;167,54;4,761904762;8,377;4,6
752-23-3760;B;Mandalay;Member;Female;Sports and travel; 64 ; 7 ; 22 ; 471 ;19/02/2019;19:29:00;Credit card;448,56;4,761904762;22,428;7,3
274-05-5470;A;Yangon;Member;Female;Food and beverages; 73 ; 4 ; 15 ; 309 ;23/02/2019;18:30:00;Cash;293,88;4,761904762;14,694;6
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty; 59 ; 10 ; 29 ; 619 ;02/07/2019;14:27:00;Ewallet;589,5;4,761904762;29,475;8,1
130-67-4723;A;Yangon;Member;Male;Food and beverages; 49 ; 6 ; 15 ; 306 ;01/11/2019;13:57:00;Ewallet;291;4,761904762;14,55;9,4
528-87-5606;B;Mandalay;Member;Female;Electronic accessories; 39 ; 1 ; 2 ; 41 ;02/12/2019;19:43:00;Cash;39,48;4,761904762;1,974;6,5
320-85-2052;B;Mandalay;Normal;Female;Sports and travel; 35 ; 1 ; 2 ; 37 ;14/01/2019;10:11:00;Credit card;34,81;4,761904762;1,7405;7
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories; 49 ; 6 ; 15 ; 311 ;01/09/2019;13:46:00;Ewallet;295,92;4,761904762;14,796;7,1
105-10-6182;A;Yangon;Member;Male;Fashion accessories; 21 ; 2 ; 2 ; 45 ;27/02/2019;12:22:00;Ewallet;42,96;4,761904762;2,148;6,6
510-79-0415;B;Mandalay;Member;Female;Sports and travel; 23 ; 6 ; 7 ; 145 ;24/01/2019;19:20:00;Ewallet;138,48;4,761904762;6,924;4,9
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle; 49 ; 2 ; 5 ; 103 ;01/08/2019;12:58:00;Credit card;98,2;4,761904762;4,91;6,4
767-97-4650;B;Mandalay;Member;Female;Sports and travel; 65 ; 2 ; 6 ; 136 ;01/08/2019;11:59:00;Credit card;129,66;4,761904762;6,483;8
648-83-1321;A;Yangon;Member;Male;Home and lifestyle; 64 ; 10 ; 32 ; 667 ;16/01/2019;17:59:00;Cash;635,6;4,761904762;31,78;4,3
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel; 73 ; 2 ; 7 ; 153 ;13/03/2019;12:51:00;Cash;145,76;4,761904762;7,288;6,1
305-03-2383;A;Yangon;Normal;Female;Food and beverages; 67 ; 3 ; 10 ; 211 ;15/02/2019;10:36:00;Cash;201,3;4,761904762;10,065;7,5
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel; 70 ; 9 ; 32 ; 663 ;25/01/2019;13:38:00;Cash;631,71;4,761904762;31,5855;6,7
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages; 55 ; 7 ; 19 ; 405 ;03/12/2019;19:39:00;Ewallet;385,28;4,761904762;19,264;5,2
689-05-1884;A;Yangon;Member;Male;Health and beauty; 49 ; 10 ; 24 ; 511 ;03/04/2019;12:44:00;Cash;486,3;4,761904762;24,315;8,8
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories; 73 ; 7 ; 26 ; 539 ;02/10/2019;13:56:00;Cash;513,66;4,761904762;25,683;9,5
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages; 53 ; 9 ; 24 ; 497 ;16/01/2019;14:42:00;Cash;473,4;4,761904762;23,67;7,6
800-09-8606;A;Yangon;Member;Female;Home and lifestyle; 87 ; 5 ; 22 ; 459 ;29/01/2019;19:45:00;Cash;436,85;4,761904762;21,8425;6,6
182-52-7000;A;Yangon;Member;Female;Sports and travel; 27 ; 4 ; 5 ; 114 ;01/01/2019;20:26:00;Ewallet;108,16;4,761904762;5,408;6,9
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle; 62 ; 4 ; 12 ; 261 ;01/06/2019;19:46:00;Ewallet;248,76;4,761904762;12,438;4,3
868-06-0466;A;Yangon;Member;Male;Electronic accessories; 70 ; 9 ; 31 ; 658 ;19/02/2019;19:38:00;Credit card;626,22;4,761904762;31,311;7,8
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle; 98 ; 10 ; 49 ; 1.024 ;01/12/2019;16:18:00;Ewallet;975;4,761904762;48,75;8
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories; 60 ; 8 ; 24 ; 507 ;02/07/2019;12:23:00;Ewallet;483,28;4,761904762;24,164;9,6
176-64-7711;B;Mandalay;Normal;Male;Food and beverages; 32 ; 3 ; 5 ; 102 ;27/03/2019;19:11:00;Credit card;96,96;4,761904762;4,848;4,3
191-29-0321;B;Mandalay;Member;Female;Fashion accessories; 20 ; 10 ; 10 ; 208 ;27/02/2019;18:57:00;Credit card;197,7;4,761904762;9,885;5
729-06-2010;B;Mandalay;Member;Male;Health and beauty; 80 ; 9 ; 36 ; 760 ;01/06/2019;11:18:00;Cash;724,23;4,761904762;36,2115;9,2
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle; 88 ; 9 ; 40 ; 835 ;03/02/2019;12:40:00;Cash;795,51;4,761904762;39,7755;6,3
186-79-9562;B;Mandalay;Normal;Male;Health and beauty; 72 ; 7 ; 25 ; 528 ;29/03/2019;14:06:00;Cash;502,39;4,761904762;25,1195;8,9
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories; 43 ; 4 ; 9 ; 181 ;31/01/2019;20:48:00;Ewallet;172;4,761904762;8,6;7,6
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages; 69 ; 1 ; 3 ; 72 ;21/01/2019;20:13:00;Cash;68,98;4,761904762;3,449;4,8
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories; 16 ; 8 ; 6 ; 131 ;20/01/2019;20:37:00;Ewallet;124,96;4,761904762;6,248;9,1
445-30-9252;A;Yangon;Normal;Male;Sports and travel; 26 ; 3 ; 4 ; 81 ;17/01/2019;17:59:00;Ewallet;77,1;4,761904762;3,855;6,1
786-94-2700;A;Yangon;Member;Male;Food and beverages; 81 ; 6 ; 24 ; 508 ;28/02/2019;20:18:00;Cash;483,72;4,761904762;24,186;9,1
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle; 76 ; 4 ; 15 ; 317 ;19/03/2019;15:52:00;Ewallet;302,12;4,761904762;15,106;8,3
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories; 78 ; 9 ; 35 ; 734 ;19/02/2019;15:14:00;Ewallet;698,67;4,761904762;34,9335;7,2
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty; 14 ; 9 ; 6 ; 131 ;02/04/2019;12:50:00;Ewallet;124,65;4,761904762;6,2325;6
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories; 99 ; 8 ; 39 ; 829 ;31/01/2019;10:36:00;Ewallet;789,6;4,761904762;39,48;8,5
258-92-7466;A;Yangon;Normal;Female;Health and beauty; 36 ; 5 ; 9 ; 187 ;02/06/2019;18:33:00;Credit card;178,4;4,761904762;8,92;6,6
857-16-3520;A;Yangon;Member;Female;Fashion accessories; 71 ; 7 ; 25 ; 525 ;28/03/2019;16:06:00;Ewallet;500,22;4,761904762;25,011;4,5
482-17-1179;A;Yangon;Member;Male;Electronic accessories; 12 ; 3 ; 2 ; 38 ;19/01/2019;12:47:00;Credit card;35,82;4,761904762;1,791;8,1
788-21-5741;A;Yangon;Normal;Male;Fashion accessories; 45 ; 3 ; 7 ; 143 ;17/02/2019;13:34:00;Credit card;136,14;4,761904762;6,807;7,2
821-14-9046;B;Mandalay;Member;Female;Fashion accessories; 17 ; 6 ; 5 ; 110 ;18/01/2019;15:04:00;Credit card;104,88;4,761904762;5,244;6,1
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories; 26 ; 7 ; 9 ; 188 ;02/02/2019;20:42:00;Cash;178,92;4,761904762;8,946;7,1
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel; 91 ; 9 ; 41 ; 856 ;18/01/2019;15:28:00;Cash;815,67;4,761904762;40,7835;5,1
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle; 44 ; 3 ; 7 ; 139 ;18/03/2019;13:45:00;Credit card;132,36;4,761904762;6,618;7,9
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages; 37 ; 7 ; 13 ; 270 ;01/11/2019;20:10:00;Cash;257,39;4,761904762;12,8695;7,4
434-35-9162;B;Mandalay;Member;Male;Food and beverages; 23 ; 4 ; 5 ; 98 ;02/04/2019;18:53:00;Ewallet;93,36;4,761904762;4,668;7,4
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty; 29 ; 8 ; 11 ; 239 ;02/06/2019;14:24:00;Cash;228;4,761904762;11,4;6,6
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle; 56 ; 3 ; 8 ; 175 ;01/08/2019;11:42:00;Credit card;166,71;4,761904762;8,3355;5,9
174-64-0215;B;Mandalay;Normal;Male;Sports and travel; 70 ; 10 ; 35 ; 732 ;03/05/2019;17:49:00;Credit card;697,4;4,761904762;34,87;8,9
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories; 97 ; 4 ; 19 ; 408 ;16/03/2019;15:33:00;Ewallet;389,04;4,761904762;19,452;6,8
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle; 52 ; 7 ; 18 ; 384 ;03/09/2019;10:54:00;Cash;365,26;4,761904762;18,263;9,3
247-11-2470;A;Yangon;Member;Female;Fashion accessories; 22 ; 4 ; 4 ; 94 ;03/01/2019;16:23:00;Credit card;89,28;4,761904762;4,464;4,4
635-28-5728;A;Yangon;Normal;Male;Health and beauty; 56 ; 3 ; 8 ; 176 ;28/02/2019;19:33:00;Ewallet;168;4,761904762;8,4;4,8
756-49-0168;A;Yangon;Member;Male;Fashion accessories; 20 ; 1 ; 1 ; 21 ;02/08/2019;11:39:00;Ewallet;19,7;4,761904762;0,985;9,5
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories; 76 ; 7 ; 27 ; 558 ;24/01/2019;10:38:00;Ewallet;531,16;4,761904762;26,558;8,9
238-45-6950;B;Mandalay;Member;Male;Food and beverages; 54 ; 1 ; 3 ; 56 ;03/01/2019;20:03:00;Ewallet;53,72;4,761904762;2,686;6,4
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty; 82 ; 10 ; 41 ; 860 ;03/10/2019;12:39:00;Credit card;819,5;4,761904762;40,975;6
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle; 81 ; 7 ; 28 ; 597 ;23/03/2019;15:59:00;Credit card;568,4;4,761904762;28,42;8,1
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories; 59 ; 10 ; 29 ; 617 ;29/01/2019;14:26:00;Ewallet;587,6;4,761904762;29,38;9
197-77-7132;B;Mandalay;Member;Male;Electronic accessories; 92 ; 8 ; 37 ; 769 ;01/12/2019;18:22:00;Ewallet;732,48;4,761904762;36,624;6
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle; 94 ; 9 ; 42 ; 888 ;20/03/2019;11:32:00;Cash;845,64;4,761904762;42,282;9,8
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle; 56 ; 7 ; 19 ; 409 ;23/03/2019;12:41:00;Cash;389,27;4,761904762;19,4635;8,5
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages; 85 ; 1 ; 4 ; 89 ;14/01/2019;15:20:00;Ewallet;84,83;4,761904762;4,2415;8,8
373-14-0504;A;Yangon;Member;Female;Sports and travel; 72 ; 2 ; 7 ; 150 ;02/12/2019;14:33:00;Ewallet;143,26;4,761904762;7,163;8,8
546-80-2899;A;Yangon;Member;Male;Home and lifestyle; 38 ; 2 ; 4 ; 79 ;20/02/2019;15:29:00;Ewallet;75,38;4,761904762;3,769;9,5
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel; 32 ; 8 ; 13 ; 266 ;01/02/2019;16:19:00;Credit card;253,36;4,761904762;12,668;5,6
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages; 38 ; 1 ; 2 ; 40 ;02/02/2019;16:33:00;Cash;38,42;4,761904762;1,921;8,6
457-13-1708;B;Mandalay;Member;Male;Fashion accessories; 65 ; 10 ; 33 ; 685 ;01/08/2019;19:07:00;Credit card;652,3;4,761904762;32,615;5,2
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle; 11 ; 5 ; 3 ; 55 ;30/01/2019;14:43:00;Credit card;52,65;4,761904762;2,6325;5,8
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle; 12 ; 9 ; 6 ; 116 ;26/03/2019;19:28:00;Credit card;110,61;4,761904762;5,5305;8
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty; 81 ; 7 ; 28 ; 597 ;15/01/2019;20:44:00;Cash;568,61;4,761904762;28,4305;9
210-30-7976;B;Mandalay;Member;Female;Fashion accessories; 22 ; 4 ; 4 ; 94 ;14/03/2019;11:16:00;Ewallet;89,28;4,761904762;4,464;4,1
585-86-8361;A;Yangon;Normal;Female;Food and beverages; 27 ; 5 ; 7 ; 143 ;02/03/2019;10:31:00;Credit card;136,4;4,761904762;6,82;8,6
807-14-7833;A;Yangon;Member;Female;Electronic accessories; 17 ; 10 ; 9 ; 183 ;22/02/2019;12:30:00;Ewallet;174,2;4,761904762;8,71;7
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle; 73 ; 5 ; 18 ; 385 ;24/01/2019;15:05:00;Ewallet;366,4;4,761904762;18,32;8,4
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories; 85 ; 3 ; 13 ; 267 ;25/01/2019;18:30:00;Ewallet;254,61;4,761904762;12,7305;7,4
652-43-6591;A;Yangon;Normal;Female;Fashion accessories; 97 ; 8 ; 39 ; 817 ;03/09/2019;13:18:00;Credit card;778,32;4,761904762;38,916;6,2
785-96-0615;B;Mandalay;Member;Female;Electronic accessories; 36 ; 8 ; 14 ; 300 ;17/02/2019;15:28:00;Ewallet;285,92;4,761904762;14,296;4,9
406-46-7107;A;Yangon;Normal;Female;Home and lifestyle; 97 ; 6 ; 29 ; 608 ;01/11/2019;11:52:00;Cash;579,12;4,761904762;28,956;4,5
250-17-5703;A;Yangon;Member;Male;Food and beverages; 19 ; 10 ; 9 ; 198 ;27/02/2019;18:24:00;Ewallet;188,5;4,761904762;9,425;5,6
156-95-3964;A;Yangon;Normal;Female;Food and beverages; 55 ; 4 ; 11 ; 233 ;25/03/2019;15:19:00;Ewallet;221,56;4,761904762;11,078;8
842-40-8179;B;Mandalay;Member;Female;Food and beverages; 77 ; 10 ; 39 ; 811 ;02/11/2019;10:38:00;Credit card;772;4,761904762;38,6;5,6
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories; 72 ; 10 ; 36 ; 757 ;31/01/2019;15:12:00;Credit card;721,3;4,761904762;36,065;4,2
410-67-1709;A;Yangon;Member;Female;Fashion accessories; 64 ; 8 ; 26 ; 537 ;20/01/2019;17:48:00;Ewallet;511,04;4,761904762;25,552;9,9
587-73-4862;A;Yangon;Member;Female;Health and beauty; 11 ; 5 ; 3 ; 56 ;26/03/2019;11:07:00;Ewallet;53,45;4,761904762;2,6725;7,6
787-87-2010;A;Yangon;Member;Male;Health and beauty; 56 ; 4 ; 11 ; 233 ;20/01/2019;15:48:00;Credit card;222;4,761904762;11,1;6,6
593-14-4239;B;Mandalay;Normal;Female;Home and lifestyle; 95 ; 8 ; 38 ; 802 ;03/05/2019;19:40:00;Ewallet;763,68;4,761904762;38,184;4,7
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories; 76 ; 3 ; 11 ; 240 ;01/05/2019;20:30:00;Credit card;228,18;4,761904762;11,409;9,8
388-76-2555;B;Mandalay;Normal;Male;Sports and travel; 14 ; 6 ; 4 ; 86 ;13/02/2019;13:59:00;Cash;82,14;4,761904762;4,107;6,3
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories; 96 ; 4 ; 19 ; 402 ;16/03/2019;18:51:00;Cash;382,56;4,761904762;19,128;7,9
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle; 11 ; 6 ; 3 ; 72 ;15/01/2019;17:24:00;Cash;68,58;4,761904762;3,429;7,7
707-32-7409;B;Mandalay;Member;Female;Sports and travel; 96 ; 4 ; 19 ; 401 ;26/02/2019;11:58:00;Ewallet;382,16;4,761904762;19,108;4,5
759-98-4285;C;Naypyitaw;Member;Female;Health and beauty; 86 ; 7 ; 30 ; 631 ;27/02/2019;19:01:00;Credit card;601,09;4,761904762;30,0545;8
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel; 68 ; 7 ; 24 ; 500 ;17/02/2019;16:50:00;Ewallet;475,93;4,761904762;23,7965;5,7
471-06-8611;C;Naypyitaw;Normal;Female;Food and beverages; 52 ; 1 ; 3 ; 55 ;02/06/2019;10:22:00;Credit card;52,42;4,761904762;2,621;6,3
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages; 66 ; 2 ; 7 ; 138 ;17/01/2019;16:46:00;Cash;131,3;4,761904762;6,565;6
120-54-2248;B;Mandalay;Normal;Female;Food and beverages; 29 ; 5 ; 7 ; 152 ;22/01/2019;18:08:00;Credit card;144,3;4,761904762;7,215;8
102-77-2261;C;Naypyitaw;Member;Male;Health and beauty; 65 ; 7 ; 23 ; 480 ;03/05/2019;18:02:00;Credit card;457,17;4,761904762;22,8585;4,2
875-31-8302;B;Mandalay;Normal;Male;Sports and travel; 93 ; 1 ; 5 ; 98 ;01/03/2019;13:07:00;Cash;93,38;4,761904762;4,669;9,6
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel; 25 ; 5 ; 6 ; 133 ;20/03/2019;17:52:00;Cash;126,25;4,761904762;6,3125;6,1
457-94-0464;B;Mandalay;Member;Male;Electronic accessories; 88 ; 9 ; 40 ; 830 ;31/01/2019;20:32:00;Ewallet;790,83;4,761904762;39,5415;5,6
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty; 22 ; 8 ; 9 ; 183 ;19/02/2019;19:24:00;Cash;174,4;4,761904762;8,72;8,3
534-53-3526;A;Yangon;Normal;Female;Sports and travel; 95 ; 4 ; 19 ; 398 ;02/11/2019;16:06:00;Ewallet;379,04;4,761904762;18,952;7,8
307-04-2070;A;Yangon;Member;Female;Fashion accessories; 31 ; 1 ; 2 ; 32 ;02/05/2019;14:14:00;Credit card;30,62;4,761904762;1,531;4,1
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle; 44 ; 8 ; 18 ; 370 ;03/03/2019;17:36:00;Cash;352,08;4,761904762;17,604;8,8
516-77-6464;C;Naypyitaw;Member;Female;Health and beauty; 10 ; 5 ; 3 ; 53 ;24/02/2019;13:08:00;Ewallet;50,8;4,761904762;2,54;4,1
404-91-5964;A;Yangon;Normal;Male;Electronic accessories; 75 ; 7 ; 26 ; 548 ;02/04/2019;16:09:00;Credit card;522,06;4,761904762;26,103;9
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories; 72 ; 8 ; 29 ; 604 ;19/02/2019;11:33:00;Ewallet;575,12;4,761904762;28,756;5,5
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty; 11 ; 5 ; 3 ; 58 ;23/01/2019;10:18:00;Credit card;54,95;4,761904762;2,7475;9,3
704-10-4056;C;Naypyitaw;Member;Male;Health and beauty; 60 ; 3 ; 9 ; 190 ;14/01/2019;10:55:00;Credit card;181,41;4,761904762;9,0705;5,6
497-37-6538;A;Yangon;Normal;Male;Sports and travel; 59 ; 7 ; 21 ; 433 ;17/01/2019;15:15:00;Ewallet;412,37;4,761904762;20,6185;9,7
651-96-5970;A;Yangon;Normal;Male;Fashion accessories; 46 ; 1 ; 2 ; 49 ;03/03/2019;20:06:00;Credit card;46,41;4,761904762;2,3205;4
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty; 69 ; 4 ; 14 ; 288 ;15/02/2019;20:21:00;Credit card;274,2;4,761904762;13,71;9,2
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle; 97 ; 10 ; 49 ; 1.022 ;15/01/2019;13:48:00;Credit card;973,7;4,761904762;48,685;4,9
263-12-5321;A;Yangon;Member;Male;Electronic accessories; 93 ; 7 ; 32 ; 681 ;27/02/2019;12:52:00;Credit card;648,2;4,761904762;32,41;9,3
702-72-0487;A;Yangon;Normal;Female;Electronic accessories; 47 ; 2 ; 5 ; 98 ;26/02/2019;12:28:00;Credit card;93,22;4,761904762;4,661;6,6
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories; 27 ; 2 ; 3 ; 57 ;15/03/2019;16:26:00;Ewallet;54,36;4,761904762;2,718;4,3
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle; 61 ; 1 ; 3 ; 64 ;24/01/2019;13:24:00;Cash;60,87;4,761904762;3,0435;5,5
864-24-7918;A;Yangon;Member;Female;Sports and travel; 24 ; 10 ; 12 ; 257 ;22/02/2019;15:15:00;Cash;244,9;4,761904762;12,245;8,1
359-94-5395;B;Mandalay;Normal;Male;Health and beauty; 93 ; 1 ; 5 ; 97 ;15/03/2019;10:50:00;Credit card;92,78;4,761904762;4,639;9,8
401-09-4232;C;Naypyitaw;Member;Male;Home and lifestyle; 87 ; 5 ; 22 ; 455 ;02/11/2019;18:38:00;Ewallet;433,45;4,761904762;21,6725;9,4
751-15-6198;B;Mandalay;Normal;Male;Sports and travel; 23 ; 6 ; 7 ; 145 ;01/12/2019;16:45:00;Ewallet;138,06;4,761904762;6,903;7,9
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories; 30 ; 8 ; 12 ; 254 ;03/03/2019;19:30:00;Ewallet;241,6;4,761904762;12,08;5,1
474-33-8305;C;Naypyitaw;Member;Male;Fashion accessories; 67 ; 7 ; 24 ; 495 ;23/03/2019;13:23:00;Ewallet;471,73;4,761904762;23,5865;6,9
759-29-9521;A;Yangon;Member;Female;Fashion accessories; 49 ; 9 ; 22 ; 463 ;03/04/2019;11:27:00;Cash;440,64;4,761904762;22,032;8
831-81-6575;B;Mandalay;Member;Female;Electronic accessories; 76 ; 9 ; 34 ; 714 ;23/02/2019;11:12:00;Cash;680,31;4,761904762;34,0155;8
220-68-6701;A;Yangon;Normal;Female;Home and lifestyle; 77 ; 4 ; 15 ; 325 ;17/03/2019;16:36:00;Cash;309,88;4,761904762;15,494;4,2
618-34-8551;A;Yangon;Normal;Female;Sports and travel; 93 ; 2 ; 9 ; 196 ;16/01/2019;18:41:00;Credit card;186,36;4,761904762;9,318;8,5
257-60-7754;A;Yangon;Normal;Female;Electronic accessories; 50 ; 4 ; 10 ; 211 ;01/08/2019;17:12:00;Cash;200,92;4,761904762;10,046;9
559-61-5987;B;Mandalay;Normal;Female;Health and beauty; 18 ; 1 ; 1 ; 19 ;14/01/2019;10:38:00;Cash;17,75;4,761904762;0,8875;8,6
